"category"	"permutation_test"	"BF-FF"	"BMS8"	"BMS10"	"BMS16"	"BF3"	"BF4"	"BF6"	"FF2"	"FF3"	"FF7"	"FF13"	"FF15"	"FF5"	"BMS8"	"BMS10"	"BMS16"	"BF3"	"BF4"	"BF6"	"FF2"	"FF3"	"FF7"	"FF13"	"FF15"	"FF5"	"BMS8"	"BMS10"	"BMS16"	"BF3"	"BF4"	"BF6"	"FF2"	"FF3"	"FF7"	"FF13"	"FF15"	"FF5"
"52"	"Clustering-based subsystems - Hypothetical associated with RecF"	0.7208	0.000313281468639443	1	2	9	11	2	18	3	6	0	14	7	8	0.00053475935828877	0.000627943485086342	0.00357142857142857	0.00252931708438722	0.000408580183861083	0.00440960313571779	0.00121703853955375	0.00155642023346304	0	0.00368615060558189	0.00194498471797722	0.00179734891035722	6.1839094675654e-05	6.85682940208448e-05	0.000471846492607738	0.000294842929130481	5.19872111460581e-05	0.000433119179961019	0.000157059839798963	0.000193298969072165	0	0.000360378912685338	0.000245175300339743	0.000232794994907609
"53"	"Clustering-based subsystems - Hypothetical in Lysine biosynthetic cluster"	0.3199	-0.00272910930588742	13	10	23	34	20	33	18	57	11	66	21	26	0.00695187165775401	0.00313971742543171	0.00912698412698413	0.00781788916992412	0.00408580183861083	0.0080842724154826	0.00730223123732252	0.0147859922178988	0.00443906376109766	0.0173775671406003	0.00583495415393165	0.00584138395866097	0.000803908230783501	0.000342841470104224	0.00120582992555311	0.00091133269003967	0.000519872111460581	0.000794051829928535	0.00094235903879378	0.00183634020618557	0.000636242697669038	0.00169892915980231	0.000735525901019229	0.000756583733449731
"54"	"Clustering-based subsystems - Hypothetical lipase related to Phosphatidate metabolism"	0.2906	0.00342219338592856	32	64	13	69	75	75	50	46	27	14	40	60	0.0171122994652406	0.0200941915227630	0.00515873015873016	0.0158657162566107	0.0153217568947906	0.0183733463988241	0.0202839756592292	0.0119325551232166	0.0108958837772397	0.00368615060558189	0.0111141983884412	0.0134801168276792	0.00197885102962093	0.00219418540866703	0.000681556044877844	0.00184946928272757	0.00194952041797718	0.00180466324983758	0.00261766399664939	0.00148195876288660	0.00156168662155128	0.000360378912685338	0.00140100171622710	0.00174596246180707
"55"	"Clustering-based subsystems - Hypothetical protein possible functionally linked with Alanyl-tRNA synthetase"	0.3758	-0.0037779463280775	39	5	36	105	100	55	44	79	54	66	45	122	0.0208556149732620	0.00156985871271586	0.0142857142857143	0.0241434812600598	0.0204290091930541	0.0134737873591377	0.0178498985801217	0.0204928664072633	0.0217917675544794	0.0173775671406003	0.0125034731869964	0.0274095708829477	0.00241172469235050	0.000171420735052112	0.00188738597043095	0.00281440977806369	0.00259936055730290	0.00132341971654756	0.00230354431705146	0.00254510309278351	0.00312337324310255	0.00169892915980231	0.00157612693075549	0.00355012367234104
"56"	"Clustering-based subsystems - Isoprenoid/cell wall biosynthesis: PREDICTED UNDECAPRENYL DIPHOSPHATE PHOSPHATASE"	0.1009	0.0096167532058092	63	188	132	161	193	111	70	156	89	112	100	129	0.0336898395721925	0.0590266875981162	0.0523809523809524	0.0370200045987583	0.0394279877425945	0.0271925526702597	0.0283975659229209	0.0404669260700389	0.0359160613397902	0.0294892048446551	0.0277854959711031	0.0289822511795102	0.0038958629645662	0.0064454196379594	0.0069204152249135	0.00431542832636432	0.0050167658755946	0.00267090160975962	0.00366472959530915	0.00502577319587629	0.00514778182659494	0.0028830313014827	0.00350250429056776	0.0037538192928852
"57"	"Clustering-based subsystems - Lipoprotein B cluster"	0.0756	0.00199511930904065	6	12	10	11	6	27	2	10	1	17	3	1	0.00320855614973262	0.00376766091051805	0.00396825396825397	0.00252931708438722	0.00122574055158325	0.00661440470357668	0.000811359026369168	0.00259403372243839	0.000403551251008878	0.00447604002106372	0.000833564879133093	0.000224668613794653	0.000371034568053924	0.000411409764125069	0.000524273880675265	0.000294842929130481	0.000155961633438174	0.000649678769941529	0.000104706559865976	0.000322164948453608	5.78402452426398e-05	0.000437602965403624	0.000105075128717033	2.90993743634512e-05
"58"	"Clustering-based subsystems - Lysine Biosynthesis"	0.7032	0.000361203288728393	4	3	0	12	0	17	1	4	0	16	3	6	0.00213903743315508	0.000941915227629513	0	0.00275925500114969	0	0.00416462518373346	0.000405679513184584	0.00103761348897536	0	0.00421274354923644	0.000833564879133093	0.00134801168276792	0.000247356378702616	0.000102852441031267	0	0.000321646831778707	0	0.000409057003296518	5.23532799329878e-05	0.000128865979381443	0	0.000411861614497529	0.000105075128717033	0.000174596246180707
"59"	"Clustering-based subsystems - Lysine, threonine, methionine, and cysteine"	0.5771	0.00117765211823838	3	38	15	13	7	22	11	24	1	30	6	7	0.00160427807486631	0.0119309262166405	0.00595238095238095	0.00298919291791216	0.00143003064351379	0.00538951494365507	0.00446247464503043	0.00622568093385214	0.000403551251008878	0.00789889415481832	0.00166712975826619	0.00157268029656257	0.000185517284026962	0.00130279758639605	0.000786410821012897	0.000348450734426933	0.000181955239011203	0.000529367886619024	0.000575886079262866	0.00077319587628866	5.78402452426398e-05	0.000772240527182867	0.000210150257434065	0.000203695620544158
"60"	"Clustering-based subsystems - Pigment biosynthesis"	0.164	0.00323538985420146	5	0	6	20	4	65	6	4	0	7	6	0	0.00267379679144385	0	0.00238095238095238	0.00459875833524948	0.000817160367722165	0.0159235668789809	0.00243407707910751	0.00103761348897536	0	0.00184307530279094	0.00166712975826619	0	0.00030919547337827	0	0.000314564328405159	0.000536078052964512	0.000103974422292116	0.00156404148319257	0.000314119679597927	0.000128865979381443	0	0.000180189456342669	0.000210150257434065	0
"61"	"Clustering-based subsystems - PmbA Related Hypothetical"	0.9947	2.47303228271814e-05	2	11	2	23	9	66	6	19	0	49	19	13	0.00106951871657754	0.00345368916797488	0.000793650793650794	0.00528857208553690	0.00183861082737487	0.0161685448309652	0.00243407707910751	0.00492866407263294	0	0.0129015271195366	0.00527924423450959	0.00292069197933049	0.000123678189351308	0.000377125617114646	0.000104854776135053	0.000616489760909188	0.000233942450157261	0.00158810365985707	0.000314119679597927	0.000612113402061856	0	0.00126132619439868	0.000665475815207874	0.000378291866724865
"62"	"Clustering-based subsystems - Probably GTP or GMP signaling related"	0.2433	0.00579692770511101	37	144	90	109	102	91	43	111	57	80	72	106	0.0197860962566845	0.0452119309262166	0.0357142857142857	0.0250632329271097	0.0208375893769152	0.0222929936305732	0.0174442190669371	0.0287937743190661	0.0230024213075061	0.0210637177461822	0.0200055570991942	0.0238148730622332	0.00228804650299920	0.00493691716950082	0.00471846492607738	0.00292162538865659	0.00265134776844896	0.00218965807646960	0.00225119103711848	0.00357603092783505	0.00329689397883047	0.00205930807248764	0.00252180308920878	0.00308453368252583
"63"	"Clustering-based subsystems - Probably Pyrimidine biosynthesis-related"	0.2218	-0.00134851276577716	14	26	13	35	50	19	17	43	20	32	29	41	0.00748663101604278	0.00816326530612245	0.00515873015873016	0.0080478270866866	0.0102145045965271	0.00465458108770211	0.00689655172413793	0.0111543450064851	0.00807102502017756	0.00842548709847288	0.0080577938316199	0.00921141316558077	0.000865747325459155	0.000891387822270982	0.000681556044877844	0.000938136592687895	0.00129968027865145	0.00045718135662552	0.000890005758860793	0.00138530927835052	0.00115680490485280	0.000823723228995058	0.00101572624426465	0.00119307434890150
"64"	"Clustering-based subsystems - Probably Ybbk-related hypothetical membrane proteins"	0.5316	0.00178789443048176	31	1	11	40	37	18	17	9	15	22	18	25	0.0165775401069519	0.000313971742543171	0.00436507936507937	0.00919751667049896	0.00755873340143003	0.00440960313571779	0.00689655172413793	0.00233463035019455	0.00605326876513317	0.0057925223802001	0.00500138927479855	0.00561671534486632	0.00191701193494527	3.42841470104224e-05	0.000576701268742791	0.00107215610592902	0.000961763406202074	0.000433119179961019	0.000890005758860793	0.000289948453608247	0.000867603678639597	0.000566309719934102	0.000630450772302196	0.00072748435908628
"65"	"Clustering-based subsystems - Probably organic hydroperoxide resistance related hypothetical protein"	0.4457	-0.00224372050504742	24	2	7	25	79	22	31	25	38	22	20	50	0.0128342245989305	0.000627943485086342	0.00277777777777778	0.00574844791906185	0.0161389172625128	0.00538951494365507	0.0125760649087221	0.00648508430609598	0.0153349475383374	0.0057925223802001	0.00555709919422062	0.0112334306897326	0.00148413827221569	6.85682940208448e-05	0.000366991716472685	0.00067009756620564	0.00205349484026929	0.000529367886619024	0.00162295167792262	0.00080541237113402	0.00219792931922031	0.000566309719934102	0.000700500858113551	0.00145496871817256
"66"	"Clustering-based subsystems - Protein export?"	0.506	-0.00244314890187177	101	127	138	196	258	151	131	182	130	163	188	223	0.0540106951871658	0.0398744113029827	0.0547619047619048	0.0450678316854449	0.0527068437180797	0.0369916707496325	0.0531440162271805	0.0472114137483787	0.0524616626311542	0.0429173249078462	0.0522367324256738	0.0501011008762076	0.00624574856224105	0.00435408667032364	0.00723497955331865	0.00525356491905221	0.00670635023784149	0.00363338867633966	0.0068582796712214	0.00586340206185567	0.00751923188154318	0.00419584019769358	0.00658470806626738	0.00648916048304961
"67"	"Clustering-based subsystems - Putative GGDEF domain protein related to agglutinin secretion"	0.273	0.00768242942394726	5	13	106	4	34	1	0	1	0	37	3	0	0.00267379679144385	0.00408163265306122	0.0420634920634921	0.000919751667049897	0.00694586312563841	0.000244977951984321	0	0.000259403372243839	0	0.00974196945760927	0.000833564879133093	0	0.00030919547337827	0.000445693911135491	0.0055573031351578	0.000107215610592902	0.000883782589482987	2.40621766645011e-05	0	3.22164948453608e-05	0	0.000952429983525535	0.000105075128717033	0
"68"	"Clustering-based subsystems - Putative asociate of RNA polymerase sigma-54 factor rpoN"	0.0023	0.00517684153115066	11	55	31	25	34	22	10	15	7	12	17	17	0.00588235294117647	0.0172684458398744	0.0123015873015873	0.00574844791906185	0.00694586312563841	0.00538951494365507	0.00405679513184584	0.00389105058365759	0.00282485875706215	0.00315955766192733	0.00472353431508752	0.0038193664345091	0.000680230041432193	0.00188562808557323	0.00162524903009332	0.00067009756620564	0.000883782589482987	0.000529367886619024	0.000523532799329878	0.000483247422680412	0.000404881716698479	0.000308896210873147	0.000595425729396518	0.00049468936417867
"69"	"Clustering-based subsystems - Putrescine/GABA utilization cluster-temporal,to add to SSs"	0.8738	-0.000567817183576617	1	17	14	45	9	13	16	2	4	68	10	4	0.00053475935828877	0.00533751962323391	0.00555555555555556	0.0103472062543113	0.00183861082737487	0.00318471337579618	0.00649087221095335	0.000518806744487678	0.00161420500403551	0.0179041600842549	0.00277854959711031	0.000898674455178612	6.1839094675654e-05	0.000582830499177180	0.00073398343294537	0.00120617561917015	0.000233942450157261	0.000312808296638514	0.000837652478927805	6.44329896907217e-05	0.000231360980970559	0.00175041186161450	0.000350250429056776	0.000116397497453805
"70"	"Clustering-based subsystems - Recombination related cluster"	0.3796	-0.00678815974174797	61	115	120	103	150	91	148	93	139	98	148	118	0.032620320855615	0.0361067503924647	0.0476190476190476	0.0236836054265348	0.0306435137895812	0.0222929936305732	0.0600405679513185	0.0241245136186770	0.0560936238902341	0.0258030542390732	0.0411225340372326	0.0265108964277690	0.00377218477521489	0.00394267690619857	0.00629128656810318	0.00276080197276724	0.00389904083595436	0.00218965807646960	0.0077482854300822	0.00299613402061856	0.00803979408872694	0.00252265238879736	0.00518370635004028	0.00343372617488724
"71"	"Clustering-based subsystems - Related to N-acetylglucosamine utilization subsystem?"	0.0855	0.00482250594123199	26	46	53	34	46	34	25	13	16	16	34	55	0.0139037433155080	0.0144427001569859	0.0210317460317460	0.00781788916992412	0.0093973442288049	0.00832925036746693	0.0101419878296146	0.00337224383916991	0.00645682001614205	0.00421274354923644	0.00944706863017505	0.0123567737587059	0.00160781646156700	0.00157707076247943	0.0027786515675789	0.00091133269003967	0.00119570585635934	0.000818114006593036	0.00130883199832470	0.000418814432989691	0.000925443923882237	0.000411861614497529	0.00119085145879304	0.00160046558998982
"72"	"Clustering-based subsystems - Ribosomal Protein L28P relates to a set of uncharacterized proteins"	0.2745	-0.00187848946989852	2	0	1	8	0	1	10	1	4	0	32	0	0.00106951871657754	0	0.000396825396825397	0.00183950333409979	0	0.000244977951984321	0.00405679513184584	0.000259403372243839	0.00161420500403551	0	0.00889135871075299	0	0.000123678189351308	0	5.24273880675265e-05	0.000214431221185805	0	2.40621766645011e-05	0.000523532799329878	3.22164948453608e-05	0.000231360980970559	0	0.00112080137298168	0
"73"	"Clustering-based subsystems - Ribosome-related cluster"	0.1563	-0.00826431068346851	64	54	91	164	119	123	59	127	104	176	119	226	0.0342245989304813	0.0169544740973312	0.0361111111111111	0.0377098183490458	0.0243105209397344	0.0301322880940715	0.0239350912778905	0.0329442282749676	0.0419693301049233	0.0463401790416008	0.0330647402056127	0.0507751067175915	0.00395770205924185	0.00185134393856281	0.00477089231414491	0.00439584003430900	0.00309323906319046	0.00295964772973363	0.00308884351604628	0.00409149484536082	0.00601538550523454	0.00453047775947282	0.00416798010577563	0.00657645860613997
"74"	"Clustering-based subsystems - TldD cluster"	0.9547	-0.000305945232089357	7	16	6	50	7	101	16	62	8	55	26	14	0.00374331550802139	0.00502354788069074	0.00238095238095238	0.0114968958381237	0.00143003064351379	0.0247427731504165	0.00649087221095335	0.0160830090791180	0.00322841000807102	0.0144813059505003	0.0072242289524868	0.00314536059312514	0.000432873662729578	0.000548546352166758	0.000314564328405159	0.00134019513241128	0.000181955239011203	0.00243027984311461	0.000837652478927805	0.00199742268041237	0.000462721961941119	0.00141577429983526	0.000910651115547617	0.000407391241088317
"75"	"Clustering-based subsystems - Translation"	0.7565	0.00161824487963311	45	131	63	126	145	202	58	109	55	176	138	133	0.0240641711229947	0.0411302982731554	0.025	0.0289721775120717	0.0296220633299285	0.0494855463008329	0.0235294117647059	0.0282749675745785	0.0221953188054883	0.0463401790416008	0.0383439844401223	0.0298809256346888	0.00278275926040443	0.00449122325836533	0.00330292544825417	0.00337729173367642	0.00376907280808921	0.00486055968622922	0.00303649023611329	0.00351159793814433	0.00318121348834519	0.00453047775947282	0.0048334559209835	0.00387021679033901
"76"	"Clustering-based subsystems - Tricarboxylate transporter"	0.6429	0.00226542701872912	17	2	4	13	9	86	3	17	2	47	10	9	0.00909090909090909	0.000627943485086342	0.00158730158730159	0.00298919291791216	0.00183861082737487	0.0210681038706516	0.00121703853955375	0.00440985732814527	0.000807102502017756	0.0123749341758820	0.00277854959711031	0.00202201752415188	0.00105126460948612	6.85682940208448e-05	0.000209709552270106	0.000348450734426933	0.000233942450157261	0.00206934719314709	0.000157059839798963	0.000547680412371134	0.000115680490485280	0.00120984349258649	0.000350250429056776	0.000261894369271061
"77"	"Clustering-based subsystems - proteosome related"	0.0661	-0.00986830467238335	33	0	10	34	85	10	47	60	68	20	55	115	0.0176470588235294	0	0.00396825396825397	0.00781788916992412	0.017364657814096	0.00244977951984321	0.0190669371196755	0.0155642023346304	0.0274414850686037	0.00526592943654555	0.0152820227841067	0.0258368905863851	0.00204069012429658	0	0.000524273880675265	0.00091133269003967	0.00220945647370747	0.000240621766645011	0.00246060415685043	0.00193298969072165	0.00393313667649951	0.000514827018121911	0.00192637735981227	0.00334642805179689
"78"	"Clustering-based subsystems - recX  and regulatory cluster"	0.7366	-0.000416868068936786	17	26	16	25	22	13	21	22	19	14	30	25	0.00909090909090909	0.00816326530612245	0.00634920634920635	0.00574844791906185	0.00449438202247191	0.00318471337579618	0.00851926977687627	0.00570687418936446	0.00766747376916868	0.00368615060558189	0.00833564879133093	0.00561671534486632	0.00105126460948612	0.000891387822270982	0.000838838209080424	0.00067009756620564	0.000571859322606639	0.000312808296638514	0.00109941887859274	0.000708762886597938	0.00109896465961016	0.000360378912685338	0.00105075128717033	0.00072748435908628
"79"	"Clustering-based subsystems - tRNA sulfuration"	0.0689	-0.00887128744545553	16	9	16	44	70	23	47	18	53	24	66	139	0.00855614973262032	0.00282574568288854	0.00634920634920635	0.0101172683375489	0.0143003064351379	0.00563449289563939	0.0190669371196755	0.00466926070038910	0.0213882163034705	0.00631911532385466	0.0183384273409280	0.0312289373174568	0.000989425514810463	0.000308557323093801	0.000838838209080424	0.00117937171652193	0.00181955239011203	0.000553430063283525	0.00246060415685043	0.000579896907216495	0.00306553299785991	0.000617792421746293	0.00231165283177472	0.00404481303651971
"80"	"Clustering-based subsystems - Siderophore biosynthesis"	0.2612	-0.00103501044352795	0	1	0	1	2	0	0	0	0	14	2	13	0	0.000313971742543171	0	0.000229937916762474	0.000408580183861083	0	0	0	0	0.00368615060558189	0.000555709919422062	0.00292069197933049	0	3.42841470104224e-05	0	2.68039026482256e-05	5.19872111460581e-05	0	0	0	0	0.000360378912685338	7.00500858113551e-05	0.000378291866724865
"81"	"Clustering-based subsystems - Urate degradation"	0.3554	0.000253686577996662	0	3	3	1	0	2	2	2	0	0	0	0	0	0.000941915227629513	0.00119047619047619	0.000229937916762474	0	0.000489955903968643	0.000811359026369168	0.000518806744487678	0	0	0	0	0	0.000102852441031267	0.000157282164202579	2.68039026482256e-05	0	4.81243533290021e-05	0.000104706559865976	6.44329896907217e-05	0	0	0	0
"82"	"Clustering-based subsystems - Molybdopterin oxidoreductase"	0.4443	0.000445656789069068	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0.00198412698412698	0.000689813750287422	0	0	0	0	0	0	0	0	0	0	0.000262136940337632	8.04117079446767e-05	0	0	0	0	0	0	0	0
"83"	"Clustering-based subsystems - Related to Menaquinone-cytochrome C reductase  "	1	-0.000100604493728436	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0.000229937916762474	0	0	0	0	0	0	0.000833564879133093	0	0	0	0	2.68039026482256e-05	0	0	0	0	0	0	0.000105075128717033	0
"84"	"Clustering-based subsystems - Type III secretion system, extended"	1	3.19485521270322e-05	0	0	0	24	1	0	12	1	1	0	0	0	0	0	0	0.00551851000229938	0.000204290091930541	0	0.00486815415821501	0.000259403372243839	0.000403551251008878	0	0	0	0	0	0	0.000643293663557414	2.59936055730290e-05	0	0.000628239359195854	3.22164948453608e-05	5.78402452426398e-05	0	0	0
"85"	"Clustering-based subsystems - Two related proteases"	0.5759	-0.000275695203647546	0	0	0	0	6	0	1	0	2	0	6	0	0	0	0	0	0.00122574055158325	0	0.000405679513184584	0	0.000807102502017756	0	0.00166712975826619	0	0	0	0	0	0.000155961633438174	0	5.23532799329878e-05	0	0.000115680490485280	0	0.000210150257434065	0
"86"	"Clustering-based subsystems - Nucleotidyl-phosphate metabolic cluster"	0.0581	-0.000405950513704755	0	0	0	0	0	0	3	1	1	0	2	0	0	0	0	0	0	0	0.00121703853955375	0.000259403372243839	0.000403551251008878	0	0.000555709919422062	0	0	0	0	0	0	0	0.000157059839798963	3.22164948453608e-05	5.78402452426398e-05	0	7.00500858113551e-05	0
"87"	"Clustering-based subsystems - Chemotaxis, response regulators"	1	-0.000131648235913639	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.000789889415481833	0	0	0	0	0	0	0	0	0	0	0	7.72240527182866e-05	0	0
"88"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Biotin"	0.7965	0.00139318952549472	28	39	13	69	68	77	40	47	27	37	41	63	0.0364109232769831	0.0253082414016872	0.0150289017341040	0.0444587628865979	0.0291095890410959	0.0479153702551338	0.0441014332965821	0.0302835051546392	0.0303370786516854	0.0222222222222222	0.0279672578444748	0.03496115427303	0.00173149465091831	0.00133708173340647	0.000681556044877844	0.00184946928272757	0.00176756517896597	0.00185278760316658	0.00209413119731951	0.00151417525773196	0.00156168662155128	0.000952429983525535	0.00143602675913278	0.00183326058489742
"89"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Coenzyme A"	0.518	-0.00571248354812293	77	138	55	152	206	164	96	173	62	162	157	152	0.100130039011704	0.0895522388059701	0.0635838150289017	0.097938144329897	0.0881849315068493	0.102053515868077	0.105843439911797	0.111469072164948	0.0696629213483146	0.0972972972972973	0.107094133697135	0.0843507214206437	0.00476161029002535	0.00473121228743829	0.00288350634371396	0.00407419320253029	0.00535468274804398	0.00394619697297818	0.00502591487356683	0.00557345360824742	0.00358609520504367	0.00417009884678748	0.00549893173619138	0.00442310490324458
"90"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Fe-S clusters"	0.2188	-0.0124693903622414	16	47	14	47	104	19	33	22	38	28	75	122	0.0208062418725618	0.0304996755353666	0.0161849710982659	0.0302835051546392	0.0445205479452055	0.0118232731798382	0.0363836824696803	0.0141752577319588	0.0426966292134831	0.0168168168168168	0.0511596180081855	0.0677025527192009	0.000989425514810463	0.00161135490948985	0.00073398343294537	0.00125978342446660	0.00270333497959502	0.00045718135662552	0.00172765823778860	0.000708762886597938	0.00219792931922031	0.000720757825370675	0.00262687821792582	0.00355012367234104
"91"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Folate and pterines"	0.6291	-0.00926686047084521	162	364	266	357	545	329	241	320	251	340	353	503	0.210663198959688	0.236210253082414	0.307514450867052	0.230025773195876	0.233304794520548	0.204729309271935	0.265711135611907	0.206185567010309	0.282022471910112	0.204204204204204	0.240791268758527	0.279134295227525	0.0100179333374559	0.0124794295117937	0.0139456852259620	0.00956899324541653	0.0141665150373008	0.00791645612262085	0.0126171404638501	0.0103092783505155	0.0145179015559026	0.00875205930807249	0.0123638401457042	0.0146369853048159
"92"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Isoprenoids"	0.97	0.000389837671111851	71	163	133	110	230	139	86	169	114	78	155	218	0.0923276983094928	0.105775470473718	0.153757225433526	0.0708762886597938	0.098458904109589	0.0864965774735532	0.0948180815876516	0.108891752577320	0.128089887640449	0.0468468468468468	0.105729877216917	0.120976692563818	0.00439057572197143	0.00558831596269885	0.00697284261298102	0.00294842929130481	0.00597852928179668	0.00334464255636565	0.00450238207423695	0.00544458762886598	0.00659378795766094	0.00200782537067545	0.00542888165038002	0.00634366361123236
"93"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Lipoic acid"	0.12	-0.00645984195356595	8	14	6	6	31	25	10	16	27	29	30	15	0.0104031209362809	0.009085009733939	0.0069364161849711	0.0038659793814433	0.0132705479452055	0.0155569383945240	0.0110253583241455	0.0103092783505155	0.0303370786516854	0.0174174174174174	0.0204638472032742	0.00832408435072142	0.000494712757405232	0.000479978058145913	0.000314564328405159	0.000160823415889353	0.0008058017727639	0.000601554416612527	0.000523532799329878	0.000515463917525773	0.00156168662155128	0.000746499176276771	0.00105075128717033	0.000436490615451768
"94"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - NAD and NADP"	0.4736	-0.0149883649481739	181	229	94	313	351	203	177	257	177	248	287	282	0.235370611183355	0.148604802076574	0.108670520231214	0.201675257731959	0.150256849315068	0.126322339763535	0.195148842337376	0.165592783505155	0.198876404494382	0.148948948948949	0.195770804911323	0.156492785793563	0.0111928761362934	0.00785106966538673	0.00492817447834749	0.0083896215288946	0.00912375555613319	0.00488462186289372	0.00926653054813884	0.00827963917525773	0.0102377234079472	0.0063838550247117	0.0100521873139295	0.00820602357049323
"95"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Pyridoxine"	0.1764	0.0118683543445166	45	97	37	113	149	112	54	120	47	53	49	80	0.05851755526658	0.062946138870863	0.0427745664739884	0.0728092783505155	0.0637842465753425	0.0696950840074673	0.0595369349503859	0.077319587628866	0.0528089887640449	0.0318318318318318	0.0334242837653479	0.0443951165371809	0.00278275926040443	0.00332556226001097	0.00193981335849848	0.00302884099924949	0.00387304723038133	0.00269496378642412	0.00282707711638134	0.0038659793814433	0.00271849152640407	0.00136429159802306	0.0017162271023782	0.00232794994907609
"96"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Quinone cofactors"	0.586	0.006131344530111	19	73	73	68	68	81	34	68	17	115	59	60	0.0247074122236671	0.0473718364698248	0.084393063583815	0.0438144329896907	0.0291095890410959	0.0504044803982576	0.0374862183020948	0.0438144329896907	0.0191011235955056	0.069069069069069	0.0402455661664393	0.0332963374028857	0.00117494279883743	0.00250274273176083	0.00382719932892943	0.00182266538007934	0.00176756517896597	0.00194903630982459	0.00178001151772159	0.00219072164948454	0.000983284169124877	0.00296025535420099	0.00206647753143498	0.00174596246180707
"97"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Riboflavin, FMN, FAD"	0.6298	0.00466406864411199	12	85	23	31	34	45	14	94	2	49	29	8	0.0156046814044213	0.0551589876703439	0.0265895953757225	0.0199742268041237	0.0145547945205479	0.0280024891101431	0.0154355016538037	0.0605670103092784	0.00224719101123596	0.0294294294294294	0.0197817189631651	0.00443951165371809	0.000742069136107847	0.0029141524958859	0.00120582992555311	0.000830920982094993	0.000883782589482987	0.00108279794990255	0.00073294591906183	0.00302835051546392	0.000115680490485280	0.00126132619439868	0.00101572624426465	0.000232794994907609
"98"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Tetrapyrroles"	0.7091	0.0137161060234952	55	134	66	91	213	252	40	121	12	381	86	65	0.0715214564369311	0.0869565217391304	0.0763005780346821	0.0586340206185567	0.091181506849315	0.156813939016801	0.0441014332965821	0.0779639175257732	0.0134831460674157	0.228828828828829	0.0586630286493861	0.0360710321864595	0.00340115020716097	0.0045940756993966	0.00346020761245675	0.00243915514098853	0.00553663798705518	0.00606366851945427	0.00209413119731951	0.00389819587628866	0.000694082942911678	0.0098074546952224	0.00301215368988827	0.00189145933362433
"99"	"Cofactors, Vitamins, Prosthetic Groups, Pigments - Thiamine and thiamine pyrophosphate"	0.3165	0.0107340405441080	95	158	85	195	337	161	82	145	116	145	145	234	0.123537061118335	0.102530824140169	0.0982658959537572	0.125644329896907	0.144263698630137	0.100186683260734	0.0904079382579934	0.0934278350515464	0.130337078651685	0.087087087087087	0.0989085948158254	0.129855715871254	0.00587471399418713	0.00541689522764674	0.00445632798573975	0.00522676101640399	0.00875984507811078	0.00387401044298467	0.004292968954505	0.00467139175257732	0.00670946844814622	0.00373249588138385	0.00507863122132325	0.00680925360104758
"100"	"Cell Wall and Capsule - Capsular and extracellular polysacchrides"	0.042	0.0538391354733719	237	397	309	507	493	558	188	359	173	393	331	228	0.311023622047244	0.236873508353222	0.290960451977401	0.328793774319066	0.301160659743433	0.294148655772272	0.214857142857143	0.277863777089783	0.222079589216945	0.284576393917451	0.276755852842809	0.163793103448276	0.01465586543813	0.0136108063631377	0.0162000629128657	0.0135895786426504	0.0128148475475033	0.0134266945787916	0.0098424166274017	0.0115657216494845	0.0100063624269767	0.0101163509060956	0.0115932892017793	0.00663465735486687
"101"	"Cell Wall and Capsule - Cell Wall and Capsule"	0.0508	-0.166031273697472	398	528	427	611	908	573	495	650	565	546	649	1053	0.522309711286089	0.315035799522673	0.402071563088512	0.396238651102464	0.554673182651191	0.302055877701634	0.565714285714286	0.503095975232198	0.725288831835687	0.395365677045619	0.542642140468227	0.75646551724138	0.0246119596809103	0.0181020296215030	0.0223864947048338	0.0163771845180658	0.0236021938603104	0.0137876272287591	0.0259148735668290	0.0209407216494845	0.0326797385620915	0.0140547775947282	0.0227312528457847	0.0306416412047141
"102"	"Cell Wall and Capsule - Gram-Negative cell wall components"	0.4349	0.0505452190808515	124	373	190	407	113	745	165	277	33	435	177	109	0.162729658792651	0.222553699284010	0.178907721280603	0.263942931258106	0.0690287110568112	0.392725355824987	0.188571428571429	0.214396284829721	0.0423620025673941	0.314989138305576	0.147993311036789	0.0783045977011494	0.00766804773978109	0.0127879868348875	0.00996120373283003	0.0109091883778278	0.00293727742975228	0.0179263216150533	0.00863829118894299	0.00892396907216495	0.00190872809300711	0.0111974876441516	0.00619943259430493	0.00317183180561618
