Subsystem Hierarchy 1	Subsystem Hierarchy 2	Subsystem Name	# Hits
Clustering-based subsystems	Probably Pyrimidine biosynthesis-related	CBSS-306254.1.peg.1508	29
Clustering-based subsystems	Probably Ybbk-related hypothetical membrane proteins	CBSS-316057.3.peg.659	18
Clustering-based subsystems	Probably organic hydroperoxide resistance related hypothetical protein	CBSS-269482.1.peg.1294	20
Amino Acids and Derivatives	Proline and 4-hydroxyproline	A_Hypothetical_Protein_Related_to_Proline_Metabolism	8
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization	133
Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline_Synthesis	34
Virulence	Prophage, Transposon	IbrA_and_IbrB:_co-activators_of_prophage_gene_expression	1
Virulence	Prophage, Transposon	Tn552	1
Protein Metabolism	Protein biosynthesis	Asp-tRNA(Asn)_transamidation	117
Protein Metabolism	Protein biosynthesis	Iojap	46
Protein Metabolism	Protein biosynthesis	Ribosome_LSU_bacterial	312
Protein Metabolism	Protein biosynthesis	Ribosome_SSU_bacterial	134
Protein Metabolism	Protein biosynthesis	Ribosome_biogenesis_bacterial	124
Protein Metabolism	Protein biosynthesis	Translation_elongation_factor_G_family	7
Protein Metabolism	Protein biosynthesis	Translation_factors_bacterial	75
Protein Metabolism	Protein biosynthesis	Universal_GTPases	285
Protein Metabolism	Protein biosynthesis	tRNA_aminoacylation	822
Protein Metabolism	Protein degradation	Proteasome_bacterial	123
Protein Metabolism	Protein degradation	Protein_degradation	143
Protein Metabolism	Protein degradation	Proteolysis_in_bacteria,_ATP-dependent	17
Clustering-based subsystems	Protein export?	CBSS-393121.3.peg.2760	188
Protein Metabolism	Protein folding	GroEL_GroES	54
Protein Metabolism	Protein folding	Peptidyl-prolyl_cis-trans_isomerase	17
Protein Metabolism	Protein folding	Periplasmic_disulfide_interchange	4
Protein Metabolism	Protein folding	Protein_chaperones	203
Protein Metabolism	Protein processing and modification	Inteins	4
Protein Metabolism	Protein processing and modification	Protein_Acetylation_and_Deacetylation_in_Bacteria	25
Protein Metabolism	Protein processing and modification	Signal_peptidase	1
Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis	311
Nucleosides and Nucleotides	Purines	Purine_conversions	266
Nucleosides and Nucleotides	Purines	Purine_nucleotide_synthesis_regulator	3
Nucleosides and Nucleotides	Purines	Xanthosine_utilization_(xap_region)	3
Clustering-based subsystems	Putative GGDEF domain protein related to agglutinin secretion	CBSS-323850.3.peg.3284	3
Clustering-based subsystems	Putative asociate of RNA polymerase sigma-54 factor rpoN	CBSS-316057.3.peg.1308	17
Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters	10
Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	Pyridoxin_(Vitamin_B6)_Biosynthesis	49
Nucleosides and Nucleotides	Pyrimidines	Pyrimidine_utilization	9
Nucleosides and Nucleotides	Pyrimidines	pyrimidine_conversions	186
Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Menaquinone_and_Phylloquinone_Biosynthesis	56
Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	Pyrroloquinoline_Quinone_biosynthesis	3
Carbohydrates	Quorum sensing and biofilm formation	Autoinducer_2_(AI-2)_transport_and_processing_(lsrACDBFGE_operon)	1
Carbohydrates	Quorum sensing and biofilm formation	Biofilm_Adhesin_Biosynthesis	15
RNA Metabolism	RNA Metabolism	Group_II_intron-associated_genes	9
RNA Metabolism	RNA processing and modification	ATP-dependent_RNA_helicases,_bacterial	53
RNA Metabolism	RNA processing and modification	Polyadenylation_bacterial	20
RNA Metabolism	RNA processing and modification	Queuosine-Archaeosine_Biosynthesis	155
RNA Metabolism	RNA processing and modification	RNA_3&#39;-terminal_phosphate_cyclase	6
RNA Metabolism	RNA processing and modification	RNA_processing_and_degradation,_bacterial	112
RNA Metabolism	RNA processing and modification	Ribonuclease_H	21
RNA Metabolism	RNA processing and modification	rRNA_modification_Bacteria	14
RNA Metabolism	RNA processing and modification	tRNA_modification_Archaea_Henri	65
RNA Metabolism	RNA processing and modification	tRNA_modification_E.coli	123
RNA Metabolism	RNA processing and modification	tRNA_nucleotidyltransferase	26
RNA Metabolism	RNA processing and modification	tRNA_processing	128
Clustering-based subsystems	Recombination related cluster	CBSS-198094.1.peg.4426	17
Clustering-based subsystems	Recombination related cluster	CBSS-258594.1.peg.613	131
Regulation and Cell signaling	Regulation and Cell signaling	CytR_regulation	5
Regulation and Cell signaling	Regulation and Cell signaling	DNA-binding_regulatory_proteins,_strays	15
Regulation and Cell signaling	Regulation and Cell signaling	GJO_regulatory_system_scratch	17
Regulation and Cell signaling	Regulation and Cell signaling	Glutaredoxins	28
Regulation and Cell signaling	Regulation and Cell signaling	HPr_catabolite_repression_system	8
Regulation and Cell signaling	Regulation and Cell signaling	Orphan_regulatory_proteins	9
Regulation and Cell signaling	Regulation and Cell signaling	Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes	47
Regulation and Cell signaling	Regulation and Cell signaling	Stringent_Response,_(p)ppGpp_metabolism	63
Regulation and Cell signaling	Regulation and Cell signaling	cAMP_signaling_in_bacteria	74
Clustering-based subsystems	Related to Menaquinone-cytochrome C reductase  	CBSS-393130.3.peg.129	3
Clustering-based subsystems	Related to N-acetylglucosamine utilization subsystem?	CBSS-176279.3.peg.298	34
Virulence	Resistance to antibiotics and toxic compounds	Acriflavin_resistance_cluster	40
Virulence	Resistance to antibiotics and toxic compounds	Beta-lactamase	7
Virulence	Resistance to antibiotics and toxic compounds	Cobalt-zinc-cadmium_resistance	100
Virulence	Resistance to antibiotics and toxic compounds	Mercuric_reductase	3
Virulence	Resistance to antibiotics and toxic compounds	Multidrug_Resistance,_2-protein_version_Found_in_Gram-positive_bacteria	9
Virulence	Resistance to antibiotics and toxic compounds	Multidrug_Resistance,_Tripartite_Systems_Found_in_Gram_Negative_Bacteria	30
Virulence	Resistance to antibiotics and toxic compounds	Multidrug_Resistance_Efflux_Pumps	126
Virulence	Resistance to antibiotics and toxic compounds	Multiple_Antibiotic_Resistance_MAR_locus	4
Virulence	Resistance to antibiotics and toxic compounds	Resistance_to_fluoroquinolones	255
Virulence	Resistance to antibiotics and toxic compounds	Streptococcus_pneumoniae_Vancomycin_Tolerance_Locus	11
Virulence	Resistance to antibiotics and toxic compounds	Streptothricin_resistance	2
Virulence	Resistance to antibiotics and toxic compounds	Tetracycline_resistance,_ribosome_protection_type	58
Virulence	Resistance to antibiotics and toxic compounds	The_mdtABCD_multidrug_resistance_cluster	46
Virulence	Resistance to antibiotics and toxic compounds	Tolerance_to_colicin_E2	9
Virulence	Resistance to antibiotics and toxic compounds	Zinc_resistance	6
Respiration	Respiration	Biogenesis_of_c-type_cytochromes	10
Respiration	Respiration	Biogenesis_of_cytochrome_c_oxidases	5
Respiration	Respiration	Formate_hydrogenase	121
Respiration	Respiration	Soluble_cytochromes_and_functionally_related_electron_carriers	10
Respiration	Respiration	Tetrathionate_respiration	1
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Flavodoxin	15
Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	Riboflavin,_FMN_and_FAD_metabolism	14
Clustering-based subsystems	Ribosomal Protein L28P relates to a set of uncharacterized proteins	A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	32
Clustering-based subsystems	Ribosome-related cluster	A_Gammaproteobacteria_Cluster_Relating_to_Translation	24
Clustering-based subsystems	Ribosome-related cluster	CBSS-138119.3.peg.2719	95
Protein Metabolism	Secretion	General_Secretion_Pathway	33
Protein Metabolism	Secretion	General_secretory_pathway_(Sec-SRP)_complex_(TC_3.A.5.1.1)	122
Protein Metabolism	Secretion	HtrA_and_Sec_secretion	16
Protein Metabolism	Secretion	Twin-arginine_translocation_system	6
Protein Metabolism	Selenoproteins	Selenocysteine_metabolism	27
Clustering-based subsystems	Siderophore biosynthesis	CBSS-243265.1.peg.4415	2
Respiration	Sodium Ion-Coupled Energetics	Na+_translocating_decarboxylases_and_related_biotin-dependent_enzymes	6
Stress Response	Stress Response	Acid_resistance_mechanisms	9
Stress Response	Stress Response	Carbon_Starvation	66
Stress Response	Stress Response	Copper_homeostasis	51
Stress Response	Stress Response	Copper_homeostasis:_copper_tolerance	11
Stress Response	Stress Response	Flavohaemoglobin	12
Stress Response	Stress Response	Heat_shock_dnaK_gene_cluster_extended	66
Stress Response	Stress Response	Hfl_operon	9
Stress Response	Stress Response	Sugar-phosphate_stress_regulation	2
Stress Response	Stress Response	Tolerance_to_Furfural-Induced_Stress	1
Stress Response	Stress Response	Universal_stress_protein_family	10
Membrane Transport	Sugar Phosphotransferase Systems, PTS	Fructose_and_Mannose_Inducible_PTS	2
Membrane Transport	Sugar Phosphotransferase Systems, PTS	Galactose-inducible_PTS	4
Membrane Transport	Sugar Phosphotransferase Systems, PTS	Sucrose-specific_PTS	12
Carbohydrates	Sugar alcohols	Ethanolamine_utilization	67
Carbohydrates	Sugar alcohols	Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization	51
Carbohydrates	Sugar alcohols	Hexitol_degradation	53
Carbohydrates	Sugar alcohols	Inositol_catabolism	8
Carbohydrates	Sugar alcohols	Ribitol,_Xylitol,_Arabitol,_Mannitol_and_Sorbitol_utilization	66
Sulfur Metabolism	Sulfur Metabolism	Galactosylceramide_and_Sulfatide_metabolism	159
Sulfur Metabolism	Sulfur Metabolism	Thioredoxin-disulfide_reductase	97
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Cobalamin_synthesis	2
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis	23
Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Heme_and_Siroheme_Biosynthesis	61
Cofactors, Vitamins, Prosthetic Groups, Pigments	Thiamine and thiamine pyrophosphate	Thiamin_biosynthesis	145
Clustering-based subsystems	TldD cluster	CBSS-354.1.peg.2917	26
RNA Metabolism	Transcription	RNA_polymerase_bacterial	333
RNA Metabolism	Transcription	Transcription_factors_bacterial	117
RNA Metabolism	Transcription	Transcription_initiation,_bacterial_sigma_factors	48
Clustering-based subsystems	Translation	CBSS-243265.1.peg.198	11
Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852	127
Fatty Acids and Lipids	Triacylglycerols	Triacylglycerol_metabolism	30
Clustering-based subsystems	Tricarboxylate transporter	CBSS-49338.1.peg.459	10
Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676	6
Virulence	Type III, Type IV, ESAT secretion systems	ESAT-6_proteins_secretion_system_in_Firmicutes	1
Virulence	Type III, Type IV, ESAT secretion systems	Type_4_secretion_and_conjugative_transfer	48
Virulence	Type III, Type IV, ESAT secretion systems	Type_III_secretion_system_orphans	16
Virulence	Type III, Type IV, ESAT secretion systems	Type_IV_pilus	14
Virulence	Type VI secretion systems	Type_VI_secretion_systems	3
Unclassified	Unclassified	Acetone_Butanol_Ethanol_Synthesis	32
Unclassified	Unclassified	CBSS-412883.3.peg.2513	5
Unclassified	Unclassified	CBSS-83332.1.peg.3803	242
Unclassified	Unclassified	CBSS-83333.1.peg.946	14
Unclassified	Unclassified	CBSS-87626.3.peg.3639	2
Unclassified	Unclassified	COG1272_Experimental	32
Unclassified	Unclassified	Experimental-Ubiquinone_BiosynthesisVDC	45
Unclassified	Unclassified	Fatty_acid_degradation_regulons	7
Unclassified	Unclassified	Iron-sulfur_cluster_assembly	31
Unclassified	Unclassified	Iron-sulfur_experimental	344
Unclassified	Unclassified	PQQ-dependent_quinoprotein_dehydrogenases	1
Unclassified	Unclassified	Polysaccharide_deacetylases	2
Unclassified	Unclassified	RuvABC_plus_a_hypothetical	45
Unclassified	Unclassified	Selenoprotein_O	7
Unclassified	Unclassified	TrmE_experimental	65
Unclassified	Unclassified	USS-DB-7	53
Unclassified	Unclassified	YHI9	5
Unclassified	Unclassified	YaaA	5
Unclassified	Unclassified	YgfZ-Fe-S	5
Unclassified	Unclassified	YrdC-YciO	18
Unclassified	Unclassified	Zinc_regulated_enzymes	15
Membrane Transport	Uni- Sym- and Antiporters	Na(+)_H(+)_antiporter	34
Carbohydrates	Uptake system	Hexose_Phosphate_Uptake_System	29
Virulence	Virulence	Accessory_colonization_factor	10
Virulence	Virulence	Bacterial_cyanide_production_and_tolerance_mechanisms	9
Virulence	Virulence	Streptococcus_pyogenes_Virulome	5
Virulence	Virulence	Ton_and_Tol_transport_systems	46
Virulence	Virulence	Type_1_pili_(mannose-sensitive_fimbriae)	25
Clustering-based subsystems	proteosome related	Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related	55
Clustering-based subsystems	recX  and regulatory cluster	CBSS-261594.1.peg.788	30
Clustering-based subsystems	tRNA sulfuration	CBSS-89187.3.peg.2957	66
