"Gene ID","GE Number","Taxa ID","Species","Kingdom","Column found"
"14","GE1071439","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"14","GE1071439","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"14","GE1071439","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"14","GE1071439","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"14","GE1071439","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"14","GE1071439","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"14","GE1071439","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"14","GE1071439","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"14","GE1071439","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"14","GE1071439","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"14","GE1071439","585035","Escherichia coli S88","bacteria","nt.Taxa"
"14","GE1071439","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"14","GE1071439","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"14","GE1071439","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"14","GE1071439","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"14","GE1071439","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"14","GE1071439","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"14","GE1071439","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"14","GE1071439","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"14","GE1071439","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"14","GE1071439","566546","Escherichia coli W","bacteria","nt.Taxa"
"14","GE1071439","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"14","GE1071439","623","Shigella flexneri","bacteria","patnt.Taxa"
"14","GE1071439","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"14","GE1071439","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"14","GE1071439","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"14","GE1071439","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"14","GE1071439","624","Shigella sonnei","bacteria","patnt.Taxa"
"14","GE1071439","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"15","GE1071443","562","Escherichia coli","bacteria","nt.Taxa"
"15","GE1071443","562","Escherichia coli","bacteria","patnt.Taxa"
"15","GE1071443","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"15","GE1071443","216592","Escherichia coli 042","bacteria","nt.Taxa"
"15","GE1071443","362663","Escherichia coli 536","bacteria","nt.Taxa"
"15","GE1071443","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"15","GE1071443","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"15","GE1071443","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"15","GE1071443","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"15","GE1071443","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"15","GE1071443","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"15","GE1071443","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"15","GE1071443","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"15","GE1071443","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"15","GE1071443","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"15","GE1071443","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"15","GE1071443","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"15","GE1071443","331112","Escherichia coli HS","bacteria","nt.Taxa"
"15","GE1071443","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"15","GE1071443","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"15","GE1071443","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"15","GE1071443","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"15","GE1071443","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"15","GE1071443","585396","Escherichia coli O111:H- str. 11128","bacteria","nt.Taxa"
"15","GE1071443","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"15","GE1071443","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"15","GE1071443","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"15","GE1071443","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"15","GE1071443","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"15","GE1071443","701177","Escherichia coli O55:H7 str. CB9615","bacteria","nt.Taxa"
"15","GE1071443","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"15","GE1071443","585035","Escherichia coli S88","bacteria","nt.Taxa"
"15","GE1071443","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"15","GE1071443","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"15","GE1071443","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"15","GE1071443","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"15","GE1071443","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"15","GE1071443","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"15","GE1071443","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"15","GE1071443","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"15","GE1071443","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"15","GE1071443","566546","Escherichia coli W","bacteria","nt.Taxa"
"15","GE1071443","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"15","GE1071443","41514","Salmonella enterica subsp. arizonae serovar 62:z4,z23:--","bacteria","nt.Taxa"
"15","GE1071443","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"15","GE1071443","623","Shigella flexneri","bacteria","patnt.Taxa"
"15","GE1071443","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"15","GE1071443","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"15","GE1071443","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"15","GE1071443","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"15","GE1071443","624","Shigella sonnei","bacteria","patnt.Taxa"
"15","GE1071443","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"16","GE1071452","562","Escherichia coli","bacteria","nt.Taxa"
"16","GE1071452","562","Escherichia coli","bacteria","patnt.Taxa"
"16","GE1071452","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"16","GE1071452","216592","Escherichia coli 042","bacteria","nt.Taxa"
"16","GE1071452","362663","Escherichia coli 536","bacteria","nt.Taxa"
"16","GE1071452","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"16","GE1071452","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"16","GE1071452","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"16","GE1071452","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"16","GE1071452","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"16","GE1071452","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"16","GE1071452","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"16","GE1071452","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"16","GE1071452","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"16","GE1071452","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"16","GE1071452","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"16","GE1071452","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"16","GE1071452","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"16","GE1071452","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"16","GE1071452","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"16","GE1071452","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"16","GE1071452","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"16","GE1071452","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"16","GE1071452","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"16","GE1071452","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"16","GE1071452","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"16","GE1071452","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"16","GE1071452","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"16","GE1071452","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"16","GE1071452","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"16","GE1071452","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"16","GE1071452","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"16","GE1071452","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"16","GE1071452","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"16","GE1071452","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"16","GE1071452","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"16","GE1071452","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"16","GE1071452","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"16","GE1071452","566546","Escherichia coli W","bacteria","nt.Taxa"
"16","GE1071452","621","Shigella boydii","bacteria","nt.Taxa"
"16","GE1071452","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"16","GE1071452","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"16","GE1071452","622","Shigella dysenteriae","bacteria","nt.Taxa"
"16","GE1071452","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"16","GE1071452","623","Shigella flexneri","bacteria","patnt.Taxa"
"16","GE1071452","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"16","GE1071452","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"16","GE1071452","198214","Shigella flexneri 2a str. 301","bacteria","nt.Taxa"
"16","GE1071452","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"16","GE1071452","624","Shigella sonnei","bacteria","patnt.Taxa"
"16","GE1071452","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"17","GE1071456","562","Escherichia coli","bacteria","nt.Taxa"
"17","GE1071456","562","Escherichia coli","bacteria","patnt.Taxa"
"17","GE1071456","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"17","GE1071456","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"17","GE1071456","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"17","GE1071456","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"17","GE1071456","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"17","GE1071456","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"18","GE1071459","546","Citrobacter freundii","bacteria","nt.Taxa"
"18","GE1071459","562","Escherichia coli","bacteria","nt.Taxa"
"18","GE1071459","562","Escherichia coli","bacteria","patnt.Taxa"
"18","GE1071459","216592","Escherichia coli 042","bacteria","nt.Taxa"
"18","GE1071459","362663","Escherichia coli 536","bacteria","nt.Taxa"
"18","GE1071459","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"18","GE1071459","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"18","GE1071459","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"18","GE1071459","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"18","GE1071459","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"18","GE1071459","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"18","GE1071459","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"18","GE1071459","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"18","GE1071459","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"18","GE1071459","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"18","GE1071459","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"18","GE1071459","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"18","GE1071459","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"18","GE1071459","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"18","GE1071459","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"18","GE1071459","573235","Escherichia coli O26:H11 str. 11368","bacteria","nt.Taxa"
"18","GE1071459","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"18","GE1071459","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"18","GE1071459","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"18","GE1071459","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"18","GE1071459","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"18","GE1071459","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"18","GE1071459","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"18","GE1071459","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"18","GE1071459","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"18","GE1071459","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"18","GE1071459","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"18","GE1071459","566546","Escherichia coli W","bacteria","nt.Taxa"
"18","GE1071459","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"18","GE1071459","621","Shigella boydii","bacteria","nt.Taxa"
"18","GE1071459","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"18","GE1071459","622","Shigella dysenteriae","bacteria","nt.Taxa"
"18","GE1071459","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"19","GE1071460","562","Escherichia coli","bacteria","nt.Taxa"
"19","GE1071460","562","Escherichia coli","bacteria","patnt.Taxa"
"19","GE1071460","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"19","GE1071460","216592","Escherichia coli 042","bacteria","nt.Taxa"
"19","GE1071460","362663","Escherichia coli 536","bacteria","nt.Taxa"
"19","GE1071460","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"19","GE1071460","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"19","GE1071460","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"19","GE1071460","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"19","GE1071460","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"19","GE1071460","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"19","GE1071460","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"19","GE1071460","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"19","GE1071460","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"19","GE1071460","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"19","GE1071460","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"19","GE1071460","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"19","GE1071460","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"19","GE1071460","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"19","GE1071460","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"19","GE1071460","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"19","GE1071460","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"19","GE1071460","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"19","GE1071460","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"19","GE1071460","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"19","GE1071460","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"19","GE1071460","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"19","GE1071460","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"19","GE1071460","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"19","GE1071460","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"19","GE1071460","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"19","GE1071460","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"19","GE1071460","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"19","GE1071460","621","Shigella boydii","bacteria","nt.Taxa"
"19","GE1071460","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"19","GE1071460","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"19","GE1071460","622","Shigella dysenteriae","bacteria","nt.Taxa"
"20","GE1071472","28141","Cronobacter sakazakii","bacteria","nt.Taxa"
"20","GE1071472","290339","Cronobacter sakazakii ATCC BAA-894","bacteria","nt.Taxa"
"20","GE1071472","693216","Cronobacter turicensis z3032","bacteria","nt.Taxa"
"20","GE1071472","562","Escherichia coli","bacteria","nt.Taxa"
"20","GE1071472","562","Escherichia coli","bacteria","patnt.Taxa"
"20","GE1071472","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"20","GE1071472","362663","Escherichia coli 536","bacteria","nt.Taxa"
"20","GE1071472","585055","Escherichia coli 55989","bacteria","nt.Taxa"
"20","GE1071472","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"20","GE1071472","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"20","GE1071472","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"20","GE1071472","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"20","GE1071472","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"20","GE1071472","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"20","GE1071472","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"20","GE1071472","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"20","GE1071472","331111","Escherichia coli E24377A","bacteria","nt.Taxa"
"20","GE1071472","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"20","GE1071472","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"20","GE1071472","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"20","GE1071472","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"20","GE1071472","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"20","GE1071472","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"20","GE1071472","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"20","GE1071472","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"20","GE1071472","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"20","GE1071472","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"20","GE1071472","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"20","GE1071472","409438","Escherichia coli SE11","bacteria","nt.Taxa"
"20","GE1071472","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"20","GE1071472","439855","Escherichia coli SMS-3-5","bacteria","nt.Taxa"
"20","GE1071472","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"20","GE1071472","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"20","GE1071472","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"20","GE1071472","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"20","GE1071472","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"20","GE1071472","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"20","GE1071472","566546","Escherichia coli W","bacteria","nt.Taxa"
"20","GE1071472","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"20","GE1071472","621","Shigella boydii","bacteria","nt.Taxa"
"20","GE1071472","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"20","GE1071472","300268","Shigella boydii Sb227","bacteria","nt.Taxa"
"20","GE1071472","622","Shigella dysenteriae","bacteria","nt.Taxa"
"20","GE1071472","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"20","GE1071472","623","Shigella flexneri","bacteria","patnt.Taxa"
"20","GE1071472","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"20","GE1071472","624","Shigella sonnei","bacteria","nt.Taxa"
"20","GE1071472","624","Shigella sonnei","bacteria","patnt.Taxa"
"20","GE1071472","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"21","GE1071479","562","Escherichia coli","bacteria","nt.Taxa"
"21","GE1071479","562","Escherichia coli","bacteria","patnt.Taxa"
"21","GE1071479","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"21","GE1071479","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"21","GE1071479","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"21","GE1071479","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"21","GE1071479","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"21","GE1071479","83333","Escherichia coli K-12","bacteria","patnt.Taxa"
"21","GE1071479","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"21","GE1071479","585035","Escherichia coli S88","bacteria","nt.Taxa"
"21","GE1071479","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"21","GE1071479","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"21","GE1071479","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"21","GE1071479","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"21","GE1071479","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"21","GE1071479","585056","Escherichia coli UMN026","bacteria","nt.Taxa"
"21","GE1071479","585054","Escherichia fergusonii ATCC 35469","bacteria","nt.Taxa"
"21","GE1071479","624","Shigella sonnei","bacteria","patnt.Taxa"
"21","GE1071479","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"22","GE1071481","562","Escherichia coli","bacteria","nt.Taxa"
"22","GE1071481","562","Escherichia coli","bacteria","patnt.Taxa"
"22","GE1071481","362663","Escherichia coli 536","bacteria","nt.Taxa"
"22","GE1071481","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"22","GE1071481","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"22","GE1071481","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"22","GE1071481","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"22","GE1071481","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"22","GE1071481","316401","Escherichia coli ETEC H10407","bacteria","nt.Taxa"
"22","GE1071481","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"22","GE1071481","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"22","GE1071481","83333","Escherichia coli K-12","bacteria","patnt.Taxa"
"22","GE1071481","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"22","GE1071481","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"22","GE1071481","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"22","GE1071481","366837","Escherichia coli O55:H6","bacteria","nt.Taxa"
"22","GE1071481","244320","Escherichia coli O55:H7","bacteria","nt.Taxa"
"22","GE1071481","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
"22","GE1071481","585035","Escherichia coli S88","bacteria","nt.Taxa"
"22","GE1071481","431946","Escherichia coli SE15","bacteria","nt.Taxa"
"22","GE1071481","316385","Escherichia coli str. K-12 substr. DH10B","bacteria","nt.Taxa"
"22","GE1071481","511145","Escherichia coli str. K-12 substr. MG1655","bacteria","nt.Taxa"
"22","GE1071481","316407","Escherichia coli str. K-12 substr. W3110","bacteria","nt.Taxa"
"22","GE1071481","316407","Escherichia coli str. K-12 substr. W3110","bacteria","patnt.Taxa"
"22","GE1071481","869729","Escherichia coli UM146","bacteria","nt.Taxa"
"22","GE1071481","364106","Escherichia coli UTI89","bacteria","nt.Taxa"
"22","GE1071481","561230","Pectobacterium carotovorum subsp. carotovorum PC1","bacteria","nt.Taxa"
"22","GE1071481","344609","Shigella boydii CDC 3083-94","bacteria","nt.Taxa"
"22","GE1071481","300267","Shigella dysenteriae Sd197","bacteria","nt.Taxa"
"22","GE1071481","623","Shigella flexneri","bacteria","patnt.Taxa"
"22","GE1071481","591020","Shigella flexneri 2002017","bacteria","nt.Taxa"
"22","GE1071481","198215","Shigella flexneri 2a str. 2457T","bacteria","nt.Taxa"
"22","GE1071481","373384","Shigella flexneri 5 str. 8401","bacteria","nt.Taxa"
"22","GE1071481","624","Shigella sonnei","bacteria","patnt.Taxa"
"22","GE1071481","300269","Shigella sonnei Ss046","bacteria","nt.Taxa"
"23","GE1071482","562","Escherichia coli","bacteria","nt.Taxa"
"23","GE1071482","562","Escherichia coli","bacteria","patnt.Taxa"
"23","GE1071482","866768","Escherichia coli BL21-Gold(DE3)pLysS AG","bacteria","nt.Taxa"
"23","GE1071482","362663","Escherichia coli 536","bacteria","nt.Taxa"
"23","GE1071482","655817","Escherichia coli ABU 83972","bacteria","nt.Taxa"
"23","GE1071482","405955","Escherichia coli APEC O1","bacteria","nt.Taxa"
"23","GE1071482","481805","Escherichia coli ATCC 8739","bacteria","nt.Taxa"
"23","GE1071482","413997","Escherichia coli B str. REL606","bacteria","nt.Taxa"
"23","GE1071482","469008","Escherichia coli BL21(DE3)","bacteria","nt.Taxa"
"23","GE1071482","595496","Escherichia coli BW2952","bacteria","nt.Taxa"
"23","GE1071482","199310","Escherichia coli CFT073","bacteria","nt.Taxa"
"23","GE1071482","536056","Escherichia coli DH1","bacteria","nt.Taxa"
"23","GE1071482","585397","Escherichia coli ED1a","bacteria","nt.Taxa"
"23","GE1071482","331112","Escherichia coli HS","bacteria","nt.Taxa"
"23","GE1071482","585034","Escherichia coli IAI1","bacteria","nt.Taxa"
"23","GE1071482","585057","Escherichia coli IAI39","bacteria","nt.Taxa"
"23","GE1071482","714962","Escherichia coli IHE3034","bacteria","nt.Taxa"
"23","GE1071482","83333","Escherichia coli K-12","bacteria","patnt.Taxa"
"23","GE1071482","591946","Escherichia coli LF82","bacteria","nt.Taxa"
"23","GE1071482","585395","Escherichia coli O103:H2 str. 12009","bacteria","nt.Taxa"
"23","GE1071482","574521","Escherichia coli O127:H6 str. E2348/69","bacteria","nt.Taxa"
"23","GE1071482","444450","Escherichia coli O157:H7 str. EC4115","bacteria","nt.Taxa"
"23","GE1071482","386585","Escherichia coli O157:H7 str. Sakai","bacteria","nt.Taxa"
"23","GE1071482","544404","Escherichia coli O157:H7 str. TW14359","bacteria","nt.Taxa"
"23","GE1071482","366837","Escherichia coli O55:H6","bacteria","nt.Taxa"
"23","GE1071482","244320","Escherichia coli O55:H7","bacteria","nt.Taxa"
"23","GE1071482","685038","Escherichia coli O83:H1 str. NRG 857C","bacteria","nt.Taxa"
